activitysiteid,activitydescription,bookingenddatetime_(month_/_day_/_year)_apr_may,bookingstarttime_apr_may,maxbookees_apr_may,number_booked_apr_may,price_(inr)_apr_may,bookingenddatetime_(month_/_day_/_year)_june,bookingstarttime_june,maxbookees_june,number_booked_june,price_(inr)_june
SBP,Aerobics,2018-05-18,10:00:00,35.0,30.0,799.0,,,,,
SBP,Aqua Babies 12 -12.30am,2018-04-16,12:00:00,10.0,11.0,1499.0,2018-06-04,12:00:00,10.0,8.0,1499.0
SBP,Aqua Babies 12 -12.30am,2018-04-16,12:00:00,10.0,11.0,1499.0,2018-06-11,12:00:00,10.0,5.0,1499.0
SBP,Aqua Babies 12 -12.30am,2018-04-16,12:00:00,10.0,11.0,1499.0,2018-06-18,12:00:00,10.0,10.0,1499.0
SBP,Aqua Babies 12 -12.30am,2018-04-16,12:00:00,10.0,11.0,1499.0,2018-06-25,12:00:00,10.0,6.0,1499.0
SBP,Aqua Babies 12 -12.30am,2018-04-23,12:00:00,10.0,3.0,1499.0,2018-06-04,12:00:00,10.0,8.0,1499.0
SBP,Aqua Babies 12 -12.30am,2018-04-23,12:00:00,10.0,3.0,1499.0,2018-06-11,12:00:00,10.0,5.0,1499.0
SBP,Aqua Babies 12 -12.30am,2018-04-23,12:00:00,10.0,3.0,1499.0,2018-06-18,12:00:00,10.0,10.0,1499.0
SBP,Aqua Babies 12 -12.30am,2018-04-23,12:00:00,10.0,3.0,1499.0,2018-06-25,12:00:00,10.0,6.0,1499.0
SBP,Aqua Babies 12 -12.30am,2018-04-30,12:00:00,10.0,3.0,1499.0,2018-06-04,12:00:00,10.0,8.0,1499.0
SBP,Aqua Babies 12 -12.30am,2018-04-30,12:00:00,10.0,3.0,1499.0,2018-06-11,12:00:00,10.0,5.0,1499.0
SBP,Aqua Babies 12 -12.30am,2018-04-30,12:00:00,10.0,3.0,1499.0,2018-06-18,12:00:00,10.0,10.0,1499.0
SBP,Aqua Babies 12 -12.30am,2018-04-30,12:00:00,10.0,3.0,1499.0,2018-06-25,12:00:00,10.0,6.0,1499.0
SBP,Aqua Babies 12 -12.30am,2018-05-14,12:00:00,10.0,7.0,1499.0,2018-06-04,12:00:00,10.0,8.0,1499.0
SBP,Aqua Babies 12 -12.30am,2018-05-14,12:00:00,10.0,7.0,1499.0,2018-06-11,12:00:00,10.0,5.0,1499.0
SBP,Aqua Babies 12 -12.30am,2018-05-14,12:00:00,10.0,7.0,1499.0,2018-06-18,12:00:00,10.0,10.0,1499.0
SBP,Aqua Babies 12 -12.30am,2018-05-14,12:00:00,10.0,7.0,1499.0,2018-06-25,12:00:00,10.0,6.0,1499.0
SBP,Aqua Babies 12 -12.30am,2018-05-21,12:00:00,10.0,7.0,1499.0,2018-06-04,12:00:00,10.0,8.0,1499.0
SBP,Aqua Babies 12 -12.30am,2018-05-21,12:00:00,10.0,7.0,1499.0,2018-06-11,12:00:00,10.0,5.0,1499.0
SBP,Aqua Babies 12 -12.30am,2018-05-21,12:00:00,10.0,7.0,1499.0,2018-06-18,12:00:00,10.0,10.0,1499.0
SBP,Aqua Babies 12 -12.30am,2018-05-21,12:00:00,10.0,7.0,1499.0,2018-06-25,12:00:00,10.0,6.0,1499.0
SBP,Aqua Babies 9.30-10.00am,2018-04-06,9:30:00,10.0,6.0,1499.0,2018-06-01,9:30:00,10.0,6.0,1499.0
SBP,Aqua Babies 9.30-10.00am,2018-04-06,9:30:00,10.0,6.0,1499.0,2018-06-08,9:30:00,10.0,7.0,1499.0
SBP,Aqua Babies 9.30-10.00am,2018-04-06,9:30:00,10.0,6.0,1499.0,2018-06-15,9:30:00,10.0,8.0,1499.0
SBP,Aqua Babies 9.30-10.00am,2018-04-06,9:30:00,10.0,6.0,1499.0,2018-06-22,9:30:00,10.0,5.0,1499.0
SBP,Aqua Babies 9.30-10.00am,2018-04-06,9:30:00,10.0,6.0,1499.0,2018-06-29,9:30:00,10.0,10.0,1499.0
SBP,Aqua Babies 9.30-10.00am,2018-04-13,9:30:00,10.0,4.0,1499.0,2018-06-01,9:30:00,10.0,6.0,1499.0
SBP,Aqua Babies 9.30-10.00am,2018-04-13,9:30:00,10.0,4.0,1499.0,2018-06-08,9:30:00,10.0,7.0,1499.0
SBP,Aqua Babies 9.30-10.00am,2018-04-13,9:30:00,10.0,4.0,1499.0,2018-06-15,9:30:00,10.0,8.0,1499.0
SBP,Aqua Babies 9.30-10.00am,2018-04-13,9:30:00,10.0,4.0,1499.0,2018-06-22,9:30:00,10.0,5.0,1499.0
SBP,Aqua Babies 9.30-10.00am,2018-04-13,9:30:00,10.0,4.0,1499.0,2018-06-29,9:30:00,10.0,10.0,1499.0
SBP,Aqua Babies 9.30-10.00am,2018-04-20,9:30:00,10.0,7.0,1499.0,2018-06-01,9:30:00,10.0,6.0,1499.0
SBP,Aqua Babies 9.30-10.00am,2018-04-20,9:30:00,10.0,7.0,1499.0,2018-06-08,9:30:00,10.0,7.0,1499.0
SBP,Aqua Babies 9.30-10.00am,2018-04-20,9:30:00,10.0,7.0,1499.0,2018-06-15,9:30:00,10.0,8.0,1499.0
SBP,Aqua Babies 9.30-10.00am,2018-04-20,9:30:00,10.0,7.0,1499.0,2018-06-22,9:30:00,10.0,5.0,1499.0
SBP,Aqua Babies 9.30-10.00am,2018-04-20,9:30:00,10.0,7.0,1499.0,2018-06-29,9:30:00,10.0,10.0,1499.0
SBP,Aqua Babies 9.30-10.00am,2018-04-27,9:30:00,10.0,5.0,1499.0,2018-06-01,9:30:00,10.0,6.0,1499.0
SBP,Aqua Babies 9.30-10.00am,2018-04-27,9:30:00,10.0,5.0,1499.0,2018-06-08,9:30:00,10.0,7.0,1499.0
SBP,Aqua Babies 9.30-10.00am,2018-04-27,9:30:00,10.0,5.0,1499.0,2018-06-15,9:30:00,10.0,8.0,1499.0
SBP,Aqua Babies 9.30-10.00am,2018-04-27,9:30:00,10.0,5.0,1499.0,2018-06-22,9:30:00,10.0,5.0,1499.0
SBP,Aqua Babies 9.30-10.00am,2018-04-27,9:30:00,10.0,5.0,1499.0,2018-06-29,9:30:00,10.0,10.0,1499.0
SBP,Aqua Babies 9.30-10.00am,2018-05-04,9:30:00,10.0,6.0,1499.0,2018-06-01,9:30:00,10.0,6.0,1499.0
SBP,Aqua Babies 9.30-10.00am,2018-05-04,9:30:00,10.0,6.0,1499.0,2018-06-08,9:30:00,10.0,7.0,1499.0
SBP,Aqua Babies 9.30-10.00am,2018-05-04,9:30:00,10.0,6.0,1499.0,2018-06-15,9:30:00,10.0,8.0,1499.0
SBP,Aqua Babies 9.30-10.00am,2018-05-04,9:30:00,10.0,6.0,1499.0,2018-06-22,9:30:00,10.0,5.0,1499.0
SBP,Aqua Babies 9.30-10.00am,2018-05-04,9:30:00,10.0,6.0,1499.0,2018-06-29,9:30:00,10.0,10.0,1499.0
SBP,Aqua Babies 9.30-10.00am,2018-05-11,9:30:00,10.0,5.0,1499.0,2018-06-01,9:30:00,10.0,6.0,1499.0
SBP,Aqua Babies 9.30-10.00am,2018-05-11,9:30:00,10.0,5.0,1499.0,2018-06-08,9:30:00,10.0,7.0,1499.0
SBP,Aqua Babies 9.30-10.00am,2018-05-11,9:30:00,10.0,5.0,1499.0,2018-06-15,9:30:00,10.0,8.0,1499.0
SBP,Aqua Babies 9.30-10.00am,2018-05-11,9:30:00,10.0,5.0,1499.0,2018-06-22,9:30:00,10.0,5.0,1499.0
SBP,Aqua Babies 9.30-10.00am,2018-05-11,9:30:00,10.0,5.0,1499.0,2018-06-29,9:30:00,10.0,10.0,1499.0
SBP,Aqua Babies 9.30-10.00am,2018-05-18,9:30:00,10.0,10.0,1499.0,2018-06-01,9:30:00,10.0,6.0,1499.0
SBP,Aqua Babies 9.30-10.00am,2018-05-18,9:30:00,10.0,10.0,1499.0,2018-06-08,9:30:00,10.0,7.0,1499.0
SBP,Aqua Babies 9.30-10.00am,2018-05-18,9:30:00,10.0,10.0,1499.0,2018-06-15,9:30:00,10.0,8.0,1499.0
SBP,Aqua Babies 9.30-10.00am,2018-05-18,9:30:00,10.0,10.0,1499.0,2018-06-22,9:30:00,10.0,5.0,1499.0
SBP,Aqua Babies 9.30-10.00am,2018-05-18,9:30:00,10.0,10.0,1499.0,2018-06-29,9:30:00,10.0,10.0,1499.0
SBP,Aqua Fit 11.15-12.00,2018-04-09,11:15:00,35.0,33.0,999.0,2018-06-04,11:15:00,35.0,32.0,999.0
SBP,Aqua Fit 11.15-12.00,2018-04-09,11:15:00,35.0,33.0,999.0,2018-06-11,11:15:00,35.0,34.0,999.0
SBP,Aqua Fit 11.15-12.00,2018-04-09,11:15:00,35.0,33.0,999.0,2018-06-18,11:15:00,35.0,35.0,999.0
SBP,Aqua Fit 11.15-12.00,2018-04-09,11:15:00,35.0,33.0,999.0,2018-06-25,11:15:00,35.0,35.0,999.0
SBP,Aqua Fit 11.15-12.00,2018-04-16,11:15:00,35.0,32.0,999.0,2018-06-04,11:15:00,35.0,32.0,999.0
SBP,Aqua Fit 11.15-12.00,2018-04-16,11:15:00,35.0,32.0,999.0,2018-06-11,11:15:00,35.0,34.0,999.0
SBP,Aqua Fit 11.15-12.00,2018-04-16,11:15:00,35.0,32.0,999.0,2018-06-18,11:15:00,35.0,35.0,999.0
SBP,Aqua Fit 11.15-12.00,2018-04-16,11:15:00,35.0,32.0,999.0,2018-06-25,11:15:00,35.0,35.0,999.0
SBP,Aqua Fit 11.15-12.00,2018-04-23,11:15:00,35.0,35.0,999.0,2018-06-04,11:15:00,35.0,32.0,999.0
SBP,Aqua Fit 11.15-12.00,2018-04-23,11:15:00,35.0,35.0,999.0,2018-06-11,11:15:00,35.0,34.0,999.0
SBP,Aqua Fit 11.15-12.00,2018-04-23,11:15:00,35.0,35.0,999.0,2018-06-18,11:15:00,35.0,35.0,999.0
SBP,Aqua Fit 11.15-12.00,2018-04-23,11:15:00,35.0,35.0,999.0,2018-06-25,11:15:00,35.0,35.0,999.0
SBP,Aqua Fit 11.15-12.00,2018-04-30,11:15:00,35.0,31.0,999.0,2018-06-04,11:15:00,35.0,32.0,999.0
SBP,Aqua Fit 11.15-12.00,2018-04-30,11:15:00,35.0,31.0,999.0,2018-06-11,11:15:00,35.0,34.0,999.0
SBP,Aqua Fit 11.15-12.00,2018-04-30,11:15:00,35.0,31.0,999.0,2018-06-18,11:15:00,35.0,35.0,999.0
SBP,Aqua Fit 11.15-12.00,2018-04-30,11:15:00,35.0,31.0,999.0,2018-06-25,11:15:00,35.0,35.0,999.0
SBP,Aqua Fit 11.15-12.00,2018-05-14,11:15:00,35.0,34.0,999.0,2018-06-04,11:15:00,35.0,32.0,999.0
SBP,Aqua Fit 11.15-12.00,2018-05-14,11:15:00,35.0,34.0,999.0,2018-06-11,11:15:00,35.0,34.0,999.0
SBP,Aqua Fit 11.15-12.00,2018-05-14,11:15:00,35.0,34.0,999.0,2018-06-18,11:15:00,35.0,35.0,999.0
SBP,Aqua Fit 11.15-12.00,2018-05-14,11:15:00,35.0,34.0,999.0,2018-06-25,11:15:00,35.0,35.0,999.0
SBP,Aqua Fit 11.15-12.00,2018-05-21,11:15:00,35.0,33.0,999.0,2018-06-04,11:15:00,35.0,32.0,999.0
SBP,Aqua Fit 11.15-12.00,2018-05-21,11:15:00,35.0,33.0,999.0,2018-06-11,11:15:00,35.0,34.0,999.0
SBP,Aqua Fit 11.15-12.00,2018-05-21,11:15:00,35.0,33.0,999.0,2018-06-18,11:15:00,35.0,35.0,999.0
SBP,Aqua Fit 11.15-12.00,2018-05-21,11:15:00,35.0,33.0,999.0,2018-06-25,11:15:00,35.0,35.0,999.0
SBP,Aqua Fit 3.00-3.50pm,2018-04-03,15:00:00,35.0,29.0,999.0,2018-06-05,15:00:00,35.0,20.0,999.0
SBP,Aqua Fit 3.00-3.50pm,2018-04-03,15:00:00,35.0,29.0,999.0,2018-06-12,15:00:00,35.0,21.0,999.0
SBP,Aqua Fit 3.00-3.50pm,2018-04-03,15:00:00,35.0,29.0,999.0,2018-06-19,15:00:00,35.0,20.0,999.0
SBP,Aqua Fit 3.00-3.50pm,2018-04-03,15:00:00,35.0,29.0,999.0,2018-06-26,15:00:00,35.0,23.0,999.0
SBP,Aqua Fit 3.00-3.50pm,2018-04-10,15:00:00,35.0,17.0,999.0,2018-06-05,15:00:00,35.0,20.0,999.0
SBP,Aqua Fit 3.00-3.50pm,2018-04-10,15:00:00,35.0,17.0,999.0,2018-06-12,15:00:00,35.0,21.0,999.0
SBP,Aqua Fit 3.00-3.50pm,2018-04-10,15:00:00,35.0,17.0,999.0,2018-06-19,15:00:00,35.0,20.0,999.0
SBP,Aqua Fit 3.00-3.50pm,2018-04-10,15:00:00,35.0,17.0,999.0,2018-06-26,15:00:00,35.0,23.0,999.0
SBP,Aqua Fit 3.00-3.50pm,2018-04-17,15:00:00,35.0,14.0,999.0,2018-06-05,15:00:00,35.0,20.0,999.0
SBP,Aqua Fit 3.00-3.50pm,2018-04-17,15:00:00,35.0,14.0,999.0,2018-06-12,15:00:00,35.0,21.0,999.0
SBP,Aqua Fit 3.00-3.50pm,2018-04-17,15:00:00,35.0,14.0,999.0,2018-06-19,15:00:00,35.0,20.0,999.0
SBP,Aqua Fit 3.00-3.50pm,2018-04-17,15:00:00,35.0,14.0,999.0,2018-06-26,15:00:00,35.0,23.0,999.0
SBP,Aqua Fit 3.00-3.50pm,2018-04-24,15:00:00,35.0,20.0,999.0,2018-06-05,15:00:00,35.0,20.0,999.0
SBP,Aqua Fit 3.00-3.50pm,2018-04-24,15:00:00,35.0,20.0,999.0,2018-06-12,15:00:00,35.0,21.0,999.0
SBP,Aqua Fit 3.00-3.50pm,2018-04-24,15:00:00,35.0,20.0,999.0,2018-06-19,15:00:00,35.0,20.0,999.0
SBP,Aqua Fit 3.00-3.50pm,2018-04-24,15:00:00,35.0,20.0,999.0,2018-06-26,15:00:00,35.0,23.0,999.0
SBP,Aqua Fit 3.00-3.50pm,2018-05-01,15:00:00,35.0,23.0,999.0,2018-06-05,15:00:00,35.0,20.0,999.0
SBP,Aqua Fit 3.00-3.50pm,2018-05-01,15:00:00,35.0,23.0,999.0,2018-06-12,15:00:00,35.0,21.0,999.0
SBP,Aqua Fit 3.00-3.50pm,2018-05-01,15:00:00,35.0,23.0,999.0,2018-06-19,15:00:00,35.0,20.0,999.0
SBP,Aqua Fit 3.00-3.50pm,2018-05-01,15:00:00,35.0,23.0,999.0,2018-06-26,15:00:00,35.0,23.0,999.0
SBP,Aqua Fit 3.00-3.50pm,2018-05-08,15:00:00,35.0,17.0,999.0,2018-06-05,15:00:00,35.0,20.0,999.0
SBP,Aqua Fit 3.00-3.50pm,2018-05-08,15:00:00,35.0,17.0,999.0,2018-06-12,15:00:00,35.0,21.0,999.0
SBP,Aqua Fit 3.00-3.50pm,2018-05-08,15:00:00,35.0,17.0,999.0,2018-06-19,15:00:00,35.0,20.0,999.0
SBP,Aqua Fit 3.00-3.50pm,2018-05-08,15:00:00,35.0,17.0,999.0,2018-06-26,15:00:00,35.0,23.0,999.0
SBP,Aqua Fit 3.00-3.50pm,2018-05-15,15:00:00,35.0,18.0,999.0,2018-06-05,15:00:00,35.0,20.0,999.0
SBP,Aqua Fit 3.00-3.50pm,2018-05-15,15:00:00,35.0,18.0,999.0,2018-06-12,15:00:00,35.0,21.0,999.0
SBP,Aqua Fit 3.00-3.50pm,2018-05-15,15:00:00,35.0,18.0,999.0,2018-06-19,15:00:00,35.0,20.0,999.0
SBP,Aqua Fit 3.00-3.50pm,2018-05-15,15:00:00,35.0,18.0,999.0,2018-06-26,15:00:00,35.0,23.0,999.0
SBP,Aqua Fit 3.00-3.50pm,2018-05-22,15:00:00,35.0,21.0,999.0,2018-06-05,15:00:00,35.0,20.0,999.0
SBP,Aqua Fit 3.00-3.50pm,2018-05-22,15:00:00,35.0,21.0,999.0,2018-06-12,15:00:00,35.0,21.0,999.0
SBP,Aqua Fit 3.00-3.50pm,2018-05-22,15:00:00,35.0,21.0,999.0,2018-06-19,15:00:00,35.0,20.0,999.0
SBP,Aqua Fit 3.00-3.50pm,2018-05-22,15:00:00,35.0,21.0,999.0,2018-06-26,15:00:00,35.0,23.0,999.0
SBP,Aqua Fit 3.00-3.50pm,2018-05-29,15:00:00,35.0,23.0,999.0,2018-06-05,15:00:00,35.0,20.0,999.0
SBP,Aqua Fit 3.00-3.50pm,2018-05-29,15:00:00,35.0,23.0,999.0,2018-06-12,15:00:00,35.0,21.0,999.0
SBP,Aqua Fit 3.00-3.50pm,2018-05-29,15:00:00,35.0,23.0,999.0,2018-06-19,15:00:00,35.0,20.0,999.0
SBP,Aqua Fit 3.00-3.50pm,2018-05-29,15:00:00,35.0,23.0,999.0,2018-06-26,15:00:00,35.0,23.0,999.0
SBP,Aqua Tots & Babies 10.30-,2018-04-06,10:30:00,10.0,2.0,1499.0,2018-06-01,10:30:00,10.0,8.0,1499.0
SBP,Aqua Tots & Babies 10.30-,2018-04-06,10:30:00,10.0,2.0,1499.0,2018-06-08,10:30:00,10.0,5.0,1499.0
SBP,Aqua Tots & Babies 10.30-,2018-04-06,10:30:00,10.0,2.0,1499.0,2018-06-15,10:30:00,10.0,9.0,1499.0
SBP,Aqua Tots & Babies 10.30-,2018-04-06,10:30:00,10.0,2.0,1499.0,2018-06-22,10:30:00,10.0,8.0,1499.0
SBP,Aqua Tots & Babies 10.30-,2018-04-06,10:30:00,10.0,2.0,1499.0,2018-06-29,10:30:00,10.0,10.0,1499.0
SBP,Aqua Tots & Babies 10.30-,2018-04-13,10:30:00,10.0,6.0,1499.0,2018-06-01,10:30:00,10.0,8.0,1499.0
SBP,Aqua Tots & Babies 10.30-,2018-04-13,10:30:00,10.0,6.0,1499.0,2018-06-08,10:30:00,10.0,5.0,1499.0
SBP,Aqua Tots & Babies 10.30-,2018-04-13,10:30:00,10.0,6.0,1499.0,2018-06-15,10:30:00,10.0,9.0,1499.0
SBP,Aqua Tots & Babies 10.30-,2018-04-13,10:30:00,10.0,6.0,1499.0,2018-06-22,10:30:00,10.0,8.0,1499.0
SBP,Aqua Tots & Babies 10.30-,2018-04-13,10:30:00,10.0,6.0,1499.0,2018-06-29,10:30:00,10.0,10.0,1499.0
SBP,Aqua Tots & Babies 10.30-,2018-04-20,10:30:00,10.0,5.0,1499.0,2018-06-01,10:30:00,10.0,8.0,1499.0
SBP,Aqua Tots & Babies 10.30-,2018-04-20,10:30:00,10.0,5.0,1499.0,2018-06-08,10:30:00,10.0,5.0,1499.0
SBP,Aqua Tots & Babies 10.30-,2018-04-20,10:30:00,10.0,5.0,1499.0,2018-06-15,10:30:00,10.0,9.0,1499.0
SBP,Aqua Tots & Babies 10.30-,2018-04-20,10:30:00,10.0,5.0,1499.0,2018-06-22,10:30:00,10.0,8.0,1499.0
SBP,Aqua Tots & Babies 10.30-,2018-04-20,10:30:00,10.0,5.0,1499.0,2018-06-29,10:30:00,10.0,10.0,1499.0
SBP,Aqua Tots & Babies 10.30-,2018-04-27,10:30:00,10.0,9.0,1499.0,2018-06-01,10:30:00,10.0,8.0,1499.0
SBP,Aqua Tots & Babies 10.30-,2018-04-27,10:30:00,10.0,9.0,1499.0,2018-06-08,10:30:00,10.0,5.0,1499.0
SBP,Aqua Tots & Babies 10.30-,2018-04-27,10:30:00,10.0,9.0,1499.0,2018-06-15,10:30:00,10.0,9.0,1499.0
SBP,Aqua Tots & Babies 10.30-,2018-04-27,10:30:00,10.0,9.0,1499.0,2018-06-22,10:30:00,10.0,8.0,1499.0
SBP,Aqua Tots & Babies 10.30-,2018-04-27,10:30:00,10.0,9.0,1499.0,2018-06-29,10:30:00,10.0,10.0,1499.0
SBP,Aqua Tots & Babies 10.30-,2018-05-04,10:30:00,10.0,5.0,1499.0,2018-06-01,10:30:00,10.0,8.0,1499.0
SBP,Aqua Tots & Babies 10.30-,2018-05-04,10:30:00,10.0,5.0,1499.0,2018-06-08,10:30:00,10.0,5.0,1499.0
SBP,Aqua Tots & Babies 10.30-,2018-05-04,10:30:00,10.0,5.0,1499.0,2018-06-15,10:30:00,10.0,9.0,1499.0
SBP,Aqua Tots & Babies 10.30-,2018-05-04,10:30:00,10.0,5.0,1499.0,2018-06-22,10:30:00,10.0,8.0,1499.0
SBP,Aqua Tots & Babies 10.30-,2018-05-04,10:30:00,10.0,5.0,1499.0,2018-06-29,10:30:00,10.0,10.0,1499.0
SBP,Aqua Tots & Babies 10.30-,2018-05-11,10:30:00,10.0,8.0,1499.0,2018-06-01,10:30:00,10.0,8.0,1499.0
SBP,Aqua Tots & Babies 10.30-,2018-05-11,10:30:00,10.0,8.0,1499.0,2018-06-08,10:30:00,10.0,5.0,1499.0
SBP,Aqua Tots & Babies 10.30-,2018-05-11,10:30:00,10.0,8.0,1499.0,2018-06-15,10:30:00,10.0,9.0,1499.0
SBP,Aqua Tots & Babies 10.30-,2018-05-11,10:30:00,10.0,8.0,1499.0,2018-06-22,10:30:00,10.0,8.0,1499.0
SBP,Aqua Tots & Babies 10.30-,2018-05-11,10:30:00,10.0,8.0,1499.0,2018-06-29,10:30:00,10.0,10.0,1499.0
SBP,Aqua Tots & Babies 10.30-,2018-05-18,10:30:00,10.0,4.0,1499.0,2018-06-01,10:30:00,10.0,8.0,1499.0
SBP,Aqua Tots & Babies 10.30-,2018-05-18,10:30:00,10.0,4.0,1499.0,2018-06-08,10:30:00,10.0,5.0,1499.0
SBP,Aqua Tots & Babies 10.30-,2018-05-18,10:30:00,10.0,4.0,1499.0,2018-06-15,10:30:00,10.0,9.0,1499.0
SBP,Aqua Tots & Babies 10.30-,2018-05-18,10:30:00,10.0,4.0,1499.0,2018-06-22,10:30:00,10.0,8.0,1499.0
SBP,Aqua Tots & Babies 10.30-,2018-05-18,10:30:00,10.0,4.0,1499.0,2018-06-29,10:30:00,10.0,10.0,1499.0
SBP,Aqua Tots 10.00-10.30am,2018-04-06,10:00:00,10.0,2.0,999.0,2018-06-01,10:00:00,10.0,4.0,999.0
SBP,Aqua Tots 10.00-10.30am,2018-04-06,10:00:00,10.0,2.0,999.0,2018-06-08,10:00:00,10.0,7.0,999.0
SBP,Aqua Tots 10.00-10.30am,2018-04-06,10:00:00,10.0,2.0,999.0,2018-06-15,10:00:00,10.0,8.0,999.0
SBP,Aqua Tots 10.00-10.30am,2018-04-06,10:00:00,10.0,2.0,999.0,2018-06-22,10:00:00,10.0,7.0,999.0
SBP,Aqua Tots 10.00-10.30am,2018-04-06,10:00:00,10.0,2.0,999.0,2018-06-29,10:00:00,10.0,6.0,999.0
SBP,Aqua Tots 10.00-10.30am,2018-04-13,10:00:00,10.0,2.0,999.0,2018-06-01,10:00:00,10.0,4.0,999.0
SBP,Aqua Tots 10.00-10.30am,2018-04-13,10:00:00,10.0,2.0,999.0,2018-06-08,10:00:00,10.0,7.0,999.0
SBP,Aqua Tots 10.00-10.30am,2018-04-13,10:00:00,10.0,2.0,999.0,2018-06-15,10:00:00,10.0,8.0,999.0
SBP,Aqua Tots 10.00-10.30am,2018-04-13,10:00:00,10.0,2.0,999.0,2018-06-22,10:00:00,10.0,7.0,999.0
SBP,Aqua Tots 10.00-10.30am,2018-04-13,10:00:00,10.0,2.0,999.0,2018-06-29,10:00:00,10.0,6.0,999.0
SBP,Aqua Tots 10.00-10.30am,2018-04-20,10:00:00,10.0,5.0,999.0,2018-06-01,10:00:00,10.0,4.0,999.0
SBP,Aqua Tots 10.00-10.30am,2018-04-20,10:00:00,10.0,5.0,999.0,2018-06-08,10:00:00,10.0,7.0,999.0
SBP,Aqua Tots 10.00-10.30am,2018-04-20,10:00:00,10.0,5.0,999.0,2018-06-15,10:00:00,10.0,8.0,999.0
SBP,Aqua Tots 10.00-10.30am,2018-04-20,10:00:00,10.0,5.0,999.0,2018-06-22,10:00:00,10.0,7.0,999.0
SBP,Aqua Tots 10.00-10.30am,2018-04-20,10:00:00,10.0,5.0,999.0,2018-06-29,10:00:00,10.0,6.0,999.0
SBP,Aqua Tots 10.00-10.30am,2018-04-27,10:00:00,10.0,7.0,999.0,2018-06-01,10:00:00,10.0,4.0,999.0
SBP,Aqua Tots 10.00-10.30am,2018-04-27,10:00:00,10.0,7.0,999.0,2018-06-08,10:00:00,10.0,7.0,999.0
SBP,Aqua Tots 10.00-10.30am,2018-04-27,10:00:00,10.0,7.0,999.0,2018-06-15,10:00:00,10.0,8.0,999.0
SBP,Aqua Tots 10.00-10.30am,2018-04-27,10:00:00,10.0,7.0,999.0,2018-06-22,10:00:00,10.0,7.0,999.0
SBP,Aqua Tots 10.00-10.30am,2018-04-27,10:00:00,10.0,7.0,999.0,2018-06-29,10:00:00,10.0,6.0,999.0
SBP,Aqua Tots 10.00-10.30am,2018-05-04,10:00:00,10.0,8.0,999.0,2018-06-01,10:00:00,10.0,4.0,999.0
SBP,Aqua Tots 10.00-10.30am,2018-05-04,10:00:00,10.0,8.0,999.0,2018-06-08,10:00:00,10.0,7.0,999.0
SBP,Aqua Tots 10.00-10.30am,2018-05-04,10:00:00,10.0,8.0,999.0,2018-06-15,10:00:00,10.0,8.0,999.0
SBP,Aqua Tots 10.00-10.30am,2018-05-04,10:00:00,10.0,8.0,999.0,2018-06-22,10:00:00,10.0,7.0,999.0
SBP,Aqua Tots 10.00-10.30am,2018-05-04,10:00:00,10.0,8.0,999.0,2018-06-29,10:00:00,10.0,6.0,999.0
SBP,Aqua Tots 10.00-10.30am,2018-05-11,10:00:00,10.0,7.0,999.0,2018-06-01,10:00:00,10.0,4.0,999.0
SBP,Aqua Tots 10.00-10.30am,2018-05-11,10:00:00,10.0,7.0,999.0,2018-06-08,10:00:00,10.0,7.0,999.0
SBP,Aqua Tots 10.00-10.30am,2018-05-11,10:00:00,10.0,7.0,999.0,2018-06-15,10:00:00,10.0,8.0,999.0
SBP,Aqua Tots 10.00-10.30am,2018-05-11,10:00:00,10.0,7.0,999.0,2018-06-22,10:00:00,10.0,7.0,999.0
SBP,Aqua Tots 10.00-10.30am,2018-05-11,10:00:00,10.0,7.0,999.0,2018-06-29,10:00:00,10.0,6.0,999.0
SBP,Aqua Tots 10.00-10.30am,2018-05-18,10:00:00,10.0,4.0,999.0,2018-06-01,10:00:00,10.0,4.0,999.0
SBP,Aqua Tots 10.00-10.30am,2018-05-18,10:00:00,10.0,4.0,999.0,2018-06-08,10:00:00,10.0,7.0,999.0
SBP,Aqua Tots 10.00-10.30am,2018-05-18,10:00:00,10.0,4.0,999.0,2018-06-15,10:00:00,10.0,8.0,999.0
SBP,Aqua Tots 10.00-10.30am,2018-05-18,10:00:00,10.0,4.0,999.0,2018-06-22,10:00:00,10.0,7.0,999.0
SBP,Aqua Tots 10.00-10.30am,2018-05-18,10:00:00,10.0,4.0,999.0,2018-06-29,10:00:00,10.0,6.0,999.0
SBP,Aqua Tots 9.00-9.30am,2018-04-06,9:00:00,10.0,3.0,999.0,2018-06-01,9:00:00,10.0,4.0,999.0
SBP,Aqua Tots 9.00-9.30am,2018-04-06,9:00:00,10.0,3.0,999.0,2018-06-08,9:00:00,10.0,6.0,999.0
SBP,Aqua Tots 9.00-9.30am,2018-04-06,9:00:00,10.0,3.0,999.0,2018-06-15,9:00:00,10.0,4.0,999.0
SBP,Aqua Tots 9.00-9.30am,2018-04-06,9:00:00,10.0,3.0,999.0,2018-06-22,9:00:00,10.0,2.0,999.0
SBP,Aqua Tots 9.00-9.30am,2018-04-06,9:00:00,10.0,3.0,999.0,2018-06-29,9:00:00,10.0,2.0,999.0
SBP,Aqua Tots 9.00-9.30am,2018-04-13,9:00:00,10.0,3.0,999.0,2018-06-01,9:00:00,10.0,4.0,999.0
SBP,Aqua Tots 9.00-9.30am,2018-04-13,9:00:00,10.0,3.0,999.0,2018-06-08,9:00:00,10.0,6.0,999.0
